iter	Passed	Remaining
1666	52029	104027
1667	52061	103998
1668	52093	103968
1669	52124	103937
1670	52156	103906
1671	52188	103876
1672	52226	103860
1673	52257	103827
1674	52289	103799
1675	52315	103756
1676	52343	103719
1677	52375	103690
1678	52411	103667
1679	52445	103642
1680	52470	103599
1681	52503	103570
1682	52539	103548
1683	52569	103515
1684	52602	103487
1685	52634	103459
1686	52667	103429
1687	52705	103412
1688	52736	103380
1689	52760	103334
1690	52792	103306
1691	52822	103271
1692	52855	103243
1693	52880	103200
1694	52909	103166
1695	52933	103121
1696	52961	103082
1697	52992	103052
1698	53015	103004
1699	53044	102969
1700	53070	102927
1701	53099	102891
1702	53134	102868
1703	53162	102830
1704	53195	102802
1705	53225	102769
1706	53257	102739
1707	53290	102711
1708	53328	102693
1709	53361	102667
1710	53392	102634
1711	53423	102602
1712	53453	102569
1713	53485	102540
1714	53519	102513
1715	53548	102478
1716	53575	102439
1717	53603	102401
1718	53633	102369
1719	53665	102338
1720	53693	102302
1721	53727	102274
1722	53758	102244
1723	53791	102215
1724	53822	102184
1725	53852	102151
1726	53884	102121
1727	53915	102090
1728	53941	102048
1729	53970	102014
1730	54005	101989
1731	54037	101960
1732	54066	101923
1733	54097	101892
1734	54130	101864
1735	54163	101837
1736	54194	101805
1737	54224	101772
1738	54254	101739
1739	54283	101702
1740	54315	101674
1741	54346	101642
1742	54379	101615
1743	54411	101585
1744	54443	101554
1745	54474	101522
1746	54506	101493
1747	54537	101462
1748	54567	101428
1749	54600	101400
1750	54632	101371
1751	54666	101345
1752	54696	101312
1753	54725	101275
1754	54754	101241
1755	54788	101214
1756	54820	101186
1757	54849	101150
1758	54882	101122
1759	54911	101087
1760	54940	101052
1761	54976	101029
1762	55008	100999
1763	55041	100972
1764	55075	100944
1765	55106	100914
1766	55134	100876
1767	55165	100844
1768	55196	100813
1769	55228	100783
1770	55261	100756
1771	55293	100725
1772	55323	100693
1773	55356	100665
1774	55388	100635
1775	55418	100601
1776	55450	100572
1777	55485	100548
1778	55516	100517
1779	55546	100483
1780	55570	100438
1781	55603	100411
1782	55627	100366
1783	55658	100335
1784	55681	100289
1785	55710	100253
1786	55743	100225
1787	55774	100194
1788	55808	100168
1789	55840	100139
1790	55872	100108
1791	55907	100084
1792	55940	100057
1793	55972	100025
1794	56004	99996
1795	56037	99968
1796	56067	99935
1797	56099	99905
1798	56131	99876
1799	56156	99833
1800	56191	99809
1801	56226	99785
1802	56260	99758
1803	56291	99726
1804	56324	99699
1805	56356	99669
1806	56389	99641
1807	56423	99614
1808	56454	99582
1809	56487	99554
1810	56519	99524
1811	56550	99494
1812	56582	99463
1813	56613	99432
1814	56646	99403
1815	56677	99372
1816	56707	99340
1817	56735	99303
1818	56767	99272
1819	56798	99240
1820	56831	99213
1821	56851	99162
1822	56876	99120
1823	56908	99091
1824	56935	99052
1825	56971	99028
1826	57001	98996
1827	57045	98986
1828	57079	98961
1829	57117	98941
1830	57150	98912
1831	57183	98884
1832	57215	98854
1833	57243	98817
1834	57274	98785
1835	57309	98761
1836	57338	98726
1837	57369	98696
1838	57405	98672
1839	57438	98643
1840	57471	98615
1841	57501	98582
1842	57533	98552
1843	57562	98518
1844	57591	98483
1845	57624	98454
1846	57654	98422
1847	57687	98393
1848	57719	98362
1849	57750	98332
1850	57781	98300
1851	57814	98272
1852	57846	98241
1853	57879	98214
1854	57912	98186
1855	57944	98155
1856	57974	98122
1857	58007	98094
1858	58040	98065
1859	58071	98035
1860	58103	98004
1861	58132	97969
1862	58165	97941
1863	58198	97913
1864	58227	97879
1865	58258	97847
1866	58290	97816
1867	58321	97785
1868	58352	97753
1869	58383	97721
1870	58418	97696
1871	58449	97665
1872	58480	97633
1873	58512	97604
1874	58546	97577
1875	58571	97536
1876	58605	97509
1877	58632	97470
1878	58663	97439
1879	58692	97405
1880	58724	97374
1881	58757	97346
1882	58787	97313
1883	58819	97283
1884	58851	97253
1885	58882	97222
1886	58912	97188
1887	58945	97160
1888	58979	97133
1889	59010	97101
1890	59042	97071
1891	59074	97041
1892	59101	97004
1893	59134	96975
1894	59166	96945
1895	59192	96905
1896	59223	96874
1897	59256	96846
1898	59290	96819
1899	59325	96793
1900	59354	96760
1901	59387	96731
1902	59423	96707
1903	59454	96675
1904	59484	96643
1905	59515	96610
1906	59542	96573
1907	59572	96539
1908	59605	96511
1909	59637	96481
1910	59668	96449
1911	59700	96419
1912	59736	96395
1913	59770	96368
1914	59803	96341
1915	59834	96309
1916	59864	96277
1917	59894	96244
1918	59924	96210
1919	59954	96177
1920	59987	96147
1921	60021	96121
1922	60053	96091
1923	60083	96058
1924	60115	96028
1925	60150	96003
1926	60183	95975
1927	60213	95941
1928	60248	95915
1929	60281	95887
1930	60313	95857
1931	60346	95828
1932	60377	95797
1933	60409	95767
1934	60434	95726
1935	60463	95692
1936	60493	95659
1937	60526	95631
1938	60560	95604
1939	60590	95570
1940	60624	95543
1941	60662	95523
1942	60694	95493
1943	60727	95464
1944	60757	95431
1945	60788	95400
1946	60819	95368
1947	60852	95339
1948	60884	95309
1949	60916	95279
1950	60943	95241
1951	60978	95215
1952	61010	95186
1953	61043	95158
1954	61072	95123
1955	61102	95089
1956	61135	95062
1957	61168	95032
1958	61199	95002
1959	61232	94972
1960	61263	94941
1961	61293	94908
1962	61325	94878
1963	61356	94845
1964	61387	94814
1965	61415	94778
1966	61438	94733
1967	61470	94704
1968	61503	94675
1969	61534	94644
1970	61566	94614
1971	61598	94584
1972	61631	94556
1973	61665	94528
1974	61695	94495
1975	61724	94461
1976	61755	94429
1977	61786	94397
1978	61816	94365
1979	61854	94343
1980	61883	94308
1981	61913	94276
1982	61929	94220
1983	61957	94184
1984	61981	94143
1985	62011	94110
1986	62043	94080
1987	62078	94054
1988	62104	94015
1989	62137	93986
1990	62167	93953
1991	62198	93922
1992	62231	93893
1993	62263	93863
1994	62295	93833
1995	62327	93802
1996	62355	93768
1997	62388	93738
1998	62422	93711
1999	62451	93677
2000	62484	93648
2001	62519	93623
2002	62551	93593
2003	62581	93560
2004	62616	93535
2005	62642	93496
2006	62673	93464
2007	62704	93432
2008	62737	93403
2009	62768	93372
2010	62803	93347
2011	62833	93313
2012	62874	93296
2013	62906	93265
2014	62936	93233
2015	62969	93204
2016	63000	93172
2017	63033	93143
2018	63064	93112
2019	63098	93085
2020	63131	93057
2021	63164	93028
2022	63208	93015
2023	63261	93016
2024	63294	92988
2025	63326	92957
2026	63356	92925
2027	63390	92898
2028	63424	92871
2029	63449	92830
2030	63481	92800
2031	63516	92774
2032	63542	92735
2033	63577	92709
2034	63609	92679
2035	63642	92650
2036	63676	92622
2037	63708	92593
2038	63740	92562
2039	63772	92532
2040	63808	92507
2041	63839	92476
2042	63870	92444
2043	63904	92418
2044	63935	92386
2045	63968	92356
2046	64004	92333
2047	64030	92294
2048	64062	92263
2049	64093	92232
2050	64123	92199
2051	64153	92165
2052	64189	92141
2053	64222	92112
2054	64256	92085
2055	64278	92040
2056	64304	92001
2057	64333	91967
2058	64365	91937
2059	64395	91903
2060	64426	91872
2061	64459	91843
2062	64490	91812
2063	64522	91782
2064	64555	91752
2065	64581	91714
2066	64615	91686
2067	64646	91655
2068	64676	91622
2069	64706	91588
2070	64737	91558
2071	64765	91521
2072	64805	91503
2073	64836	91470
2074	64863	91434
2075	64894	91402
2076	64925	91370
2077	64955	91337
2078	64985	91304
2079	65018	91276
2080	65049	91244
2081	65080	91213
2082	65112	91181
2083	65140	91146
2084	65166	91107
2085	65197	91075
2086	65230	91048
2087	65265	91021
2088	65299	90994
2089	65331	90963
2090	65362	90932
2091	65394	90902
2092	65425	90870
2093	65454	90835
2094	65488	90808
2095	65520	90778
2096	65551	90746
2097	65586	90720
2098	65617	90689
2099	65641	90647
2100	65669	90612
2101	65698	90577
2102	65734	90553
2103	65763	90518
2104	65794	90486
2105	65823	90452
2106	65856	90423
2107	65885	90389
2108	65915	90356
2109	65948	90328
2110	65980	90296
2111	66014	90270
2112	66045	90238
2113	66081	90213
2114	66110	90179
2115	66145	90152
2116	66178	90124
2117	66210	90094
2118	66247	90070
2119	66277	90037
2120	66307	90004
2121	66337	89971
2122	66370	89942
2123	66400	89909
2124	66435	89883
2125	66468	89854
2126	66500	89824
2127	66531	89793
2128	66563	89762
2129	66596	89733
2130	66625	89699
2131	66658	89669
2132	66691	89641
2133	66726	89614
2134	66758	89584
2135	66790	89554
2136	66818	89519
2137	66848	89485
2138	66879	89453
2139	66908	89419
2140	66937	89385
2141	66968	89353
2142	66996	89317
2143	67031	89291
2144	67062	89259
2145	67096	89232
2146	67128	89202
2147	67158	89169
2148	67196	89146
2149	67227	89116
2150	67257	89083
2151	67290	89053
2152	67320	89020
2153	67344	88979
2154	67376	88949
2155	67410	88922
2156	67437	88884
2157	67469	88855
2158	67501	88823
2159	67531	88791
2160	67564	88761
2161	67589	88723
2162	67621	88692
2163	67652	88661
2164	67682	88628
2165	67714	88597
2166	67745	88565
2167	67778	88536
2168	67810	88507
2169	67843	88477
2170	67870	88441
2171	67901	88409
2172	67933	88379
2173	67964	88347
2174	67995	88316
2175	68027	88285
2176	68059	88255
2177	68089	88222
2178	68122	88193
2179	68153	88161
2180	68184	88130
2181	68213	88096
2182	68245	88065
2183	68276	88034
2184	68311	88007
2185	68344	87979
2186	68374	87945
2187	68403	87911
2188	68433	87878
2189	68467	87850
2190	68496	87817
2191	68526	87783
2192	68557	87752
2193	68583	87713
2194	68618	87687
2195	68648	87654
2196	68679	87624
2197	68709	87590
2198	68740	87558
2199	68767	87522
2200	68801	87494
2201	68833	87464
2202	68865	87433
2203	68895	87400
2204	68925	87368
2205	68956	87336
2206	68989	87307
2207	69021	87277
2208	69054	87247
2209	69086	87217
2210	69118	87187
2211	69142	87147
2212	69175	87118
2213	69206	87086
2214	69239	87057
2215	69266	87021
2216	69297	86989
2217	69327	86956
2218	69360	86927
2219	69393	86898
2220	69427	86870
2221	69460	86840
2222	69489	86807
2223	69521	86776
2224	69558	86752
2225	69588	86719
2226	69622	86692
2227	69656	86663
2228	69687	86632
2229	69720	86603
2230	69751	86571
2231	69781	86538
2232	69811	86506
2233	69841	86472
2234	69867	86435
2235	69892	86396
2236	69923	86365
2237	69952	86330
2238	69983	86298
2239	70015	86268
2240	70045	86236
2241	70079	86208
2242	70112	86179
2243	70139	86143
2244	70174	86116
2245	70209	86089
2246	70242	86059
2247	70274	86030
2248	70301	85992
2249	70340	85971
2250	70372	85941
2251	70399	85905
2252	70434	85877
2253	70466	85848
2254	70496	85814
2255	70521	85775
2256	70552	85745
2257	70584	85714
2258	70622	85690
2259	70651	85657
2260	70681	85623
2261	70711	85591
2262	70743	85561
2263	70776	85531
2264	70807	85500
2265	70841	85472
2266	70874	85443
2267	70905	85411
2268	70938	85382
2269	70969	85351
2270	71001	85320
2271	71033	85290
2272	71063	85257
2273	71095	85226
2274	71126	85194
2275	71158	85165
2276	71187	85131
2277	71219	85101
2278	71249	85067
2279	71283	85039
2280	71313	85007
2281	71349	84981
2282	71378	84947
2283	71408	84914
2284	71439	84883
2285	71474	84856
2286	71504	84823
2287	71525	84780
2288	71555	84746
2289	71584	84713
2290	71617	84684
2291	71646	84650
2292	71678	84619
2293	71710	84589
2294	71743	84560
2295	71774	84529
2296	71804	84496
2297	71843	84473
2298	71875	84443
2299	71907	84413
2300	71940	84383
2301	71972	84354
2302	72003	84321
2303	72041	84298
2304	72074	84269
2305	72106	84238
2306	72137	84207
2307	72164	84170
2308	72195	84139
2309	72228	84109
2310	72257	84076
2311	72291	84047
2312	72323	84018
2313	72355	83987
2314	72389	83958
2315	72419	83926
2316	72449	83893
2317	72476	83857
2318	72509	83828
2319	72538	83794
2320	72570	83764
2321	72603	83734
2322	72634	83703
2323	72668	83674
2324	72701	83645
2325	72732	83614
2326	72779	83601
2327	72810	83569
2328	72844	83540
2329	72874	83508
2330	72906	83478
2331	72943	83453
2332	72974	83422
2333	73006	83390
2334	73032	83354
2335	73063	83321
2336	73091	83287
2337	73123	83256
2338	73153	83224
2339	73179	83187
2340	73211	83155
2341	73244	83126
2342	73277	83097
2343	73305	83062
2344	73338	83033
2345	73371	83004
2346	73410	82981
2347	73443	82952
2348	73479	82926
2349	73524	82910
2350	73574	82900
2351	73618	82882
2352	73654	82857
2353	73691	82832
2354	73725	82804
2355	73755	82771
2356	73788	82742
2357	73824	82716
2358	73858	82687
2359	73891	82657
2360	73924	82629
2361	73951	82592
2362	73984	82563
2363	74017	82534
2364	74048	82501
2365	74079	82470
2366	74114	82443
2367	74144	82410
2368	74176	82379
2369	74211	82353
2370	74245	82325
2371	74278	82295
2372	74311	82265
2373	74334	82225
2374	74366	82194
2375	74393	82158
2376	74426	82128
2377	74453	82092
2378	74487	82064
2379	74519	82034
2380	74551	82003
2381	74582	81971
2382	74617	81944
2383	74650	81914
2384	74681	81883
2385	74714	81853
2386	74743	81820
2387	74772	81786
2388	74804	81755
2389	74838	81727
2390	74867	81693
2391	74903	81667
2392	74941	81643
2393	74976	81615
2394	75006	81582
2395	75037	81551
2396	75068	81519
2397	75100	81488
2398	75133	81459
2399	75162	81426
2400	75196	81397
2401	75231	81370
2402	75265	81341
2403	75301	81315
2404	75342	81295
2405	75377	81266
2406	75414	81242
2407	75460	81226
2408	75500	81204
2409	75538	81180
2410	75573	81153
2411	75609	81126
2412	75644	81098
2413	75673	81064
2414	75703	81032
2415	75732	80998
2416	75766	80970
2417	75802	80943
2418	75836	80914
2419	75868	80884
2420	75906	80860
2421	75940	80832
2422	75970	80798
2423	76006	80772
2424	76040	80743
2425	76073	80714
2426	76110	80689
2427	76151	80667
2428	76190	80644
2429	76228	80619
2430	76264	80593
2431	76301	80568
2432	76339	80544
2433	76384	80527
2434	76424	80505
2435	76458	80475
2436	76492	80447
2437	76524	80416
2438	76554	80384
2439	76588	80354
2440	76623	80327
2441	76665	80306
2442	76706	80286
2443	76746	80263
2444	76789	80244
2445	76832	80225
2446	76863	80192
2447	76894	80160
2448	76924	80128
2449	76958	80099
2450	76991	80069
2451	77022	80038
2452	77058	80011
2453	77090	79980
2454	77124	79951
2455	77154	79919
2456	77185	79886
2457	77220	79859
2458	77253	79829
2459	77285	79799
2460	77316	79766
2461	77347	79735
2462	77378	79703
2463	77419	79681
2464	77453	79652
2465	77486	79623
2466	77518	79591
2467	77550	79561
2468	77580	79528
2469	77612	79497
2470	77648	79471
2471	77675	79434
2472	77707	79404
2473	77738	79372
2474	77771	79342
2475	77805	79313
2476	77837	79283
2477	77870	79252
2478	77905	79225
2479	77934	79191
2480	77964	79158
2481	77998	79130
2482	78031	79099
2483	78063	79069
2484	78093	79036
2485	78130	79010
2486	78159	78976
2487	78188	78943
2488	78221	78913
2489	78255	78884
2490	78290	78856
2491	78321	78824
2492	78344	78784
2493	78377	78754
2494	78408	78723
2495	78438	78690
2496	78470	78658
2497	78500	78626
2498	78535	78597
2499	78565	78565
2500	78596	78533
2501	78628	78502
2502	78660	78471
2503	78694	78442
2504	78733	78418
2505	78765	78388
2506	78797	78357
2507	78828	78325
2508	78857	78291
2509	78887	78258
2510	78921	78229
2511	78949	78195
2512	78984	78166
2513	79013	78133
2514	79051	78108
2515	79082	78076
2516	79111	78043
2517	79144	78012
2518	79177	77982
2519	79212	77954
2520	79241	77921
2521	79268	77885
2522	79300	77855
2523	79336	77827
2524	79367	77795
2525	79398	77764
2526	79431	77734
2527	79468	77708
2528	79501	77677
2529	79533	77647
2530	79568	77619
2531	79600	77587
2532	79632	77558
2533	79667	77529
2534	79697	77496
2535	79730	77466
2536	79759	77433
2537	79788	77399
2538	79823	77370
2539	79854	77339
2540	79882	77304
2541	79911	77270
2542	79942	77239
2543	79973	77207
2544	80007	77178
2545	80037	77145
2546	80068	77113
2547	80100	77082
2548	80123	77043
2549	80159	77016
2550	80189	76983
2551	80219	76950
2552	80245	76914
2553	80278	76883
2554	80309	76852
2555	80341	76821
2556	80372	76788
2557	80401	76755
2558	80434	76725
2559	80471	76699
2560	80504	76669
2561	80535	76637
2562	80568	76607
2563	80600	76576
2564	80630	76544
2565	80666	76516
2566	80700	76488
2567	80733	76457
2568	80760	76421
2569	80791	76390
2570	80825	76361
2571	80858	76331
2572	80888	76298
2573	80918	76266
2574	80948	76233
2575	80981	76203
2576	81015	76173
2577	81050	76146
2578	81079	76112
2579	81112	76082
2580	81143	76050
2581	81176	76020
2582	81208	75989
2583	81240	75958
2584	81272	75927
2585	81306	75898
2586	81336	75866
2587	81371	75837
2588	81401	75804
2589	81432	75773
2590	81460	75738
2591	81492	75708
2592	81524	75676
2593	81555	75644
2594	81581	75608
2595	81615	75579
2596	81649	75549
2597	81685	75523
2598	81718	75492
2599	81745	75456
2600	81774	75423
2601	81805	75391
2602	81835	75358
2603	81868	75328
2604	81899	75297
2605	81932	75267
2606	81964	75236
2607	82000	75208
2608	82031	75177
2609	82057	75141
2610	82085	75106
2611	82118	75075
2612	82149	75044
2613	82180	75012
2614	82212	74981
2615	82240	74946
2616	82271	74915
2617	82304	74885
2618	82333	74851
2619	82366	74821
2620	82397	74789
2621	82429	74759
2622	82460	74727
2623	82489	74693
2624	82521	74662
2625	82552	74630
2626	82582	74598
2627	82616	74568
2628	82648	74537
2629	82679	74506
2630	82711	74474
2631	82740	74441
2632	82770	74408
2633	82802	74377
2634	82835	74347
2635	82866	74316
2636	82903	74289
2637	82933	74256
2638	82966	74226
2639	83004	74201
2640	83036	74170
2641	83076	74145
2642	83112	74118
2643	83144	74088
2644	83170	74051
2645	83203	74021
2646	83232	73988
2647	83267	73959
2648	83304	73933
2649	83341	73906
2650	83371	73874
2651	83404	73843
2652	83435	73811
2653	83464	73778
2654	83496	73747
2655	83527	73715
2656	83566	73690
2657	83598	73659
2658	83632	73630
2659	83667	73602
2660	83701	73573
2661	83732	73540
2662	83763	73509
2663	83793	73476
2664	83824	73444
2665	83856	73413
2666	83884	73379
2667	83917	73349
2668	83949	73318
2669	83988	73293
2670	84021	73263
2671	84053	73231
2672	84084	73200
2673	84116	73169
2674	84146	73136
2675	84178	73105
2676	84212	73076
2677	84245	73046
2678	84279	73017
2679	84312	72986
2680	84346	72957
2681	84378	72926
2682	84408	72894
2683	84438	72861
2684	84466	72827
2685	84493	72791
2686	84528	72763
2687	84561	72733
2688	84593	72702
2689	84629	72674
2690	84660	72642
2691	84692	72611
2692	84725	72581
2693	84756	72549
2694	84785	72516
2695	84820	72487
2696	84854	72458
2697	84887	72428
2698	84921	72399
2699	84957	72371
2700	84988	72339
2701	85017	72305
2702	85046	72272
2703	85078	72241
2704	85111	72211
2705	85149	72184
2706	85181	72153
2707	85215	72124
2708	85247	72093
2709	85278	72061
2710	85306	72027
2711	85338	71996
2712	85371	71966
2713	85399	71931
2714	85430	71899
2715	85462	71869
2716	85494	71837
2717	85523	71804
2718	85557	71775
2719	85590	71744
2720	85626	71717
2721	85655	71683
2722	85679	71645
2723	85711	71614
2724	85744	71584
2725	85776	71553
2726	85812	71526
2727	85846	71497
2728	85879	71466
2729	85904	71430
2730	85946	71406
2731	85979	71376
2732	86009	71344
2733	86040	71312
2734	86074	71282
2735	86112	71256
2736	86141	71223
2737	86172	71191
2738	86205	71161
2739	86237	71129
2740	86271	71100
2741	86299	71066
2742	86329	71034
2743	86362	71003
2744	86395	70973
2745	86428	70943
2746	86461	70913
2747	86494	70883
2748	86526	70851
2749	86557	70819
2750	86592	70791
2751	86617	70754
2752	86649	70723
2753	86681	70692
2754	86711	70660
2755	86742	70627
2756	86774	70597
2757	86805	70565
2758	86839	70535
2759	86872	70505
2760	86905	70475
2761	86934	70441
2762	86965	70409
2763	86998	70379
2764	87029	70347
2765	87062	70317
2766	87089	70281
2767	87120	70250
2768	87151	70218
2769	87184	70188
2770	87216	70157
2771	87250	70128
2772	87280	70095
2773	87314	70065
2774	87344	70033
2775	87378	70003
2776	87414	69975
2777	87440	69939
2778	87469	69906
2779	87504	69877
2780	87536	69846
2781	87567	69814
2782	87601	69785
2783	87631	69752
2784	87665	69723
2785	87697	69692
2786	87728	69660
2787	87757	69626
2788	87792	69598
2789	87825	69567
2790	87864	69542
2791	87891	69507
2792	87923	69476
2793	87957	69446
2794	87990	69416
2795	88021	69384
2796	88048	69349
2797	88079	69317
2798	88113	69288
2799	88145	69257
2800	88177	69225
2801	88207	69193
2802	88236	69160
2803	88269	69129
2804	88301	69098
2805	88334	69068
2806	88372	69041
2807	88402	69009
2808	88436	68979
2809	88464	68945
2810	88494	68913
2811	88525	68881
2812	88558	68850
2813	88589	68819
2814	88618	68785
2815	88647	68752
2816	88677	68719
2817	88712	68690
2818	88742	68658
2819	88776	68628
2820	88808	68597
2821	88843	68568
2822	88874	68536
2823	88899	68500
2824	88926	68465
2825	88957	68433
2826	88988	68401
2827	89017	68368
2828	89050	68338
2829	89081	68306
2830	89107	68270
2831	89140	68240
2832	89172	68209
2833	89200	68175
2834	89231	68143
2835	89265	68114
2836	89294	68080
2837	89328	68050
2838	89358	68018
2839	89393	67989
2840	89421	67955
2841	89453	67924
2842	89486	67893
2843	89519	67863
2844	89548	67830
2845	89580	67799
2846	89612	67767
2847	89644	67736
2848	89680	67708
2849	89713	67678
2850	89742	67645
2851	89773	67613
2852	89802	67579
2853	89833	67548
2854	89863	67515
2855	89894	67483
2856	89926	67452
2857	89961	67423
2858	89996	67394
2859	90029	67364
2860	90057	67330
2861	90088	67298
2862	90119	67266
2863	90152	67236
2864	90181	67203
2865	90215	67173
2866	90251	67145
2867	90284	67115
2868	90316	67084
2869	90347	67052
2870	90381	67022
2871	90412	66991
2872	90450	66964
2873	90478	66930
2874	90510	66899
2875	90546	66870
2876	90577	66838
2877	90618	66814
2878	90647	66781
2879	90678	66749
2880	90708	66717
2881	90734	66681
2882	90766	66650
2883	90798	66618
2884	90827	66585
2885	90862	66557
2886	90892	66524
2887	90919	66489
2888	90948	66456
2889	90979	66424
2890	91013	66394
2891	91044	66363
2892	91075	66330
2893	91108	66300
2894	91142	66270
2895	91175	66241
2896	91205	66208
2897	91239	66178
2898	91270	66146
2899	91301	66114
2900	91334	66084
2901	91370	66056
2902	91402	66025
2903	91433	65993
2904	91465	65962
2905	91501	65933
2906	91533	65902
2907	91565	65871
2908	91596	65840
2909	91629	65809
2910	91661	65778
2911	91692	65746
2912	91722	65714
2913	91754	65682
2914	91785	65651
2915	91817	65620
2916	91848	65587
2917	91877	65555
2918	91911	65525
2919	91944	65494
2920	91977	65464
2921	92017	65438
2922	92044	65403
2923	92076	65373
2924	92107	65341
2925	92140	65310
2926	92172	65279
2927	92203	65247
2928	92230	65213
2929	92255	65177
2930	92287	65145
2931	92325	65119
2932	92361	65090
2933	92394	65060
2934	92426	65029
2935	92460	64999
2936	92493	64969
2937	92526	64938
2938	92561	64909
2939	92591	64877
2940	92621	64844
2941	92657	64816
2942	92691	64786
2943	92718	64752
2944	92750	64720
2945	92784	64690
2946	92818	64660
2947	92855	64633
2948	92887	64602
2949	92921	64572
2950	92946	64536
2951	92976	64504
2952	93009	64473
2953	93039	64441
2954	93073	64411
2955	93103	64379
2956	93133	64345
2957	93162	64313
2958	93195	64282
2959	93225	64249
2960	93254	64216
2961	93279	64180
2962	93314	64151
2963	93345	64119
2964	93373	64085
2965	93406	64055
2966	93438	64024
2967	93471	63993
2968	93504	63963
2969	93537	63932
2970	93568	63901
2971	93598	63868
2972	93634	63840
2973	93665	63808
2974	93689	63771
2975	93721	63740
2976	93756	63711
2977	93789	63681
2978	93822	63650
2979	93854	63619
2980	93885	63587
2981	93918	63556
2982	93948	63524
2983	93977	63491
2984	94010	63460
2985	94045	63431
2986	94070	63395
2987	94106	63367
2988	94136	63334
2989	94168	63304
2990	94193	63268
2991	94224	63236
2992	94255	63204
2993	94288	63173
2994	94321	63143
2995	94352	63111
2996	94379	63077
2997	94412	63046
2998	94435	63009
2999	94467	62978
3000	94498	62946
3001	94533	62917
3002	94564	62885
3003	94596	62854
3004	94628	62823
3005	94661	62793
3006	94693	62761
3007	94726	62730
3008	94756	62698
3009	94786	62666
3010	94816	62633
3011	94853	62605
3012	94888	62576
3013	94920	62545
3014	94955	62516
3015	94988	62485
3016	95017	62452
3017	95050	62422
3018	95084	62392
3019	95116	62361
3020	95146	62328
3021	95178	62297
3022	95203	62261
3023	95228	62225
3024	95260	62194
3025	95295	62165
3026	95328	62134
3027	95360	62103
3028	95390	62071
3029	95421	62039
3030	95449	62005
3031	95481	61974
3032	95514	61944
3033	95548	61914
3034	95592	61890
3035	95626	61861
3036	95664	61834
3037	95698	61804
3038	95733	61774
3039	95766	61743
3040	95799	61713
3041	95828	61680
3042	95860	61649
3043	95893	61618
3044	95924	61587
3045	95959	61558
3046	95993	61527
3047	96024	61495
3048	96056	61464
3049	96088	61433
3050	96117	61400
3051	96148	61368
3052	96179	61336
3053	96212	61306
3054	96245	61275
3055	96278	61244
3056	96309	61213
3057	96345	61184
3058	96377	61153
3059	96401	61117
3060	96428	61083
3061	96458	61050
3062	96483	61014
3063	96518	60985
3064	96547	60952
3065	96580	60921
3066	96612	60890
3067	96643	60859
3068	96681	60831
3069	96713	60800
3070	96745	60769
3071	96779	60739
3072	96811	60707
3073	96842	60676
3074	96874	60645
3075	96908	60614
3076	96938	60582
3077	96972	60552
3078	97004	60521
3079	97035	60489
3080	97066	60458
3081	97097	60426
3082	97130	60395
3083	97165	60366
3084	97195	60333
3085	97227	60302
3086	97259	60271
3087	97292	60240
3088	97326	60210
3089	97358	60179
3090	97389	60147
3091	97422	60117
3092	97454	60086
3093	97486	60054
3094	97520	60024
3095	97551	59993
3096	97592	59967
3097	97631	59940
3098	97660	59907
3099	97692	59876
3100	97728	59847
3101	97761	59816
3102	97793	59785
3103	97818	59749
3104	97851	59719
3105	97883	59687
3106	97915	59656
3107	97947	59625
3108	97979	59594
3109	98011	59563
3110	98042	59531
3111	98077	59502
3112	98108	59469
3113	98141	59439
3114	98173	59408
3115	98207	59378
3116	98239	59347
3117	98270	59315
3118	98302	59284
3119	98334	59253
3120	98367	59222
3121	98396	59189
3122	98427	59157
3123	98457	59125
3124	98488	59093
3125	98520	59061
3126	98554	59032
3127	98584	58999
3128	98614	58966
3129	98644	58934
3130	98674	58902
3131	98707	58871
3132	98746	58844
3133	98778	58813
3134	98809	58781
3135	98839	58749
3136	98875	58720
3137	98907	58689
3138	98939	58657
3139	98974	58628
3140	99007	58597
3141	99040	58566
3142	99071	58535
3143	99103	58503
3144	99135	58472
3145	99168	58442
3146	99199	58410
3147	99231	58378
3148	99262	58346
3149	99295	58316
3150	99330	58286
3151	99360	58254
3152	99392	58223
3153	99425	58192
3154	99455	58160
3155	99488	58129
3156	99521	58098
3157	99553	58067
3158	99583	58035
3159	99614	58003
3160	99644	57970
3161	99676	57939
3162	99701	57904
3163	99732	57872
3164	99761	57839
3165	99789	57805
3166	99820	57774
3167	99853	57743
3168	99886	57712
3169	99916	57680
3170	99941	57645
3171	99978	57616
3172	100010	57585
3173	100044	57555
3174	100078	57525
3175	100111	57494
3176	100137	57460
3177	100170	57429
3178	100204	57399
3179	100233	57366
3180	100259	57331
3181	100293	57301
3182	100321	57267
3183	100352	57236
3184	100382	57204
3185	100416	57173
3186	100453	57145
3187	100487	57115
3188	100518	57083
3189	100551	57052
3190	100583	57021
3191	100619	56992
3192	100658	56965
3193	100689	56933
3194	100723	56903
3195	100755	56872
3196	100787	56840
3197	100822	56810
3198	100857	56781
3199	100890	56750
3200	100920	56718
3201	100951	56686
3202	100981	56654
3203	101012	56622
3204	101044	56591
3205	101077	56560
3206	101108	56528
3207	101140	56497
3208	101173	56466
3209	101206	56436
3210	101242	56406
3211	101273	56375
3212	101302	56342
3213	101333	56310
3214	101365	56279
3215	101396	56247
3216	101431	56217
3217	101464	56187
3218	101494	56154
3219	101523	56121
